,Unnamed: 0,Song_Name,Key,Capo,Chord,BPM,Freq_map
98,353,Talking To The Moon Chords,C,4th fret,"['C', 'E7', 'Am', 'G', 'F', 'Dm', 'G/B', 'D']",73 bpm,"{'E': 12, 'G#7': 5, 'C#m': 15, 'B': 27, 'A': 16, 'F#m': 8, 'B/D#': 3, 'F#': 2}"
99,203,Let It Be Chords,C,no capo,"['C', 'G', 'Am', 'Fmaj7', 'F6', 'F', 'C/E', 'Dm7', 'Am/G', 'A#', 'F/A']",76 bpm,"{'C': 49, 'G': 32, 'Am': 15, 'Fmaj7': 7, 'F6': 7, 'F': 27, 'C/E': 16, 'Dm7': 16, 'Am/G': 6, 'A#': 2, 'F/A': 2}"
100,199,Talking To The Moon Chords,C,4th fret,"['C', 'E7', 'Am', 'G', 'F', 'Dm', 'G/B', 'D']",73 bpm,"{'E': 12, 'G#7': 5, 'C#m': 15, 'B': 27, 'A': 16, 'F#m': 8, 'B/D#': 3, 'F#': 2}"
101,357,Let It Be Chords,C,no capo,"['C', 'G', 'Am', 'Fmaj7', 'F6', 'F', 'C/E', 'Dm7', 'Am/G', 'A#', 'F/A']",76 bpm,"{'C': 49, 'G': 32, 'Am': 15, 'Fmaj7': 7, 'F6': 7, 'F': 27, 'C/E': 16, 'Dm7': 16, 'Am/G': 6, 'A#': 2, 'F/A': 2}"
102,194,Love Story Chords,C,2nd fret,"['C', 'G', 'Am', 'F', 'D', 'A', 'Bm']",119 bpm,"{'D': 14, 'A': 23, 'Bm': 15, 'G': 18, 'E': 3, 'B': 3, 'C#m': 2}"
103,364,All Too Well Chords,C,no capo,"['C', 'G', 'Am', 'F']",93 bpm,"{'C': 29, 'G': 34, 'Am': 31, 'F': 31}"
104,365,Something Chords,C,no capo,"['F', 'D#', 'G/D', 'C', 'A', 'Cmaj7', 'C7', 'F/E', 'D7', 'G', 'G/A', 'G7/B', 'Am', 'Ammaj7', 'Am7', 'D9', 'C#m/G#', 'F#m7', 'A/E', 'D']",66 bpm,"{'F': 16, 'D#': 8, 'G/D': 8, 'C': 8, 'A': 7, 'Cmaj7': 4, 'C7': 4, 'F/E': 4, 'D7': 4, 'G': 6, 'G/A': 4, 'G7/B': 4, 'Am': 4, 'Ammaj7': 4, 'Am7': 4, 'D9': 4, 'C#m/G#': 2, 'F#m7': 2, 'A/E': 2, 'D': 2}"
105,382,We Wish You A Merry Christmas Chords,C,no capo,"['C', 'F', 'D', 'G', 'E7', 'Am', 'Em']",150 bpm,"{'C': 14, 'F': 10, 'D': 4, 'G': 14, 'E7': 4, 'Am': 6, 'Em': 2}"
106,176,Save Your Tears Chords,C,no capo,"['C', 'Am', 'Em', 'G', 'Dm', 'F', 'F/G']",118 bpm,"{'C': 23, 'Am': 25, 'Em': 22, 'G': 23, 'Dm': 3, 'F': 3, 'F/G': 2}"
107,392,Nothing Compares 2 U Chords,C,no capo,"['C', 'G/B', 'Am', 'G', 'Am7', 'E', 'A#', 'F', 'Fsus4', 'Em']",NF,"{'C': 21, 'G/B': 13, 'Am': 11, 'G': 18, 'Am7': 9, 'E': 4, 'A#': 8, 'F': 9, 'Fsus4': 1, 'Em': 3}"
108,394,Somewhere Only We Know Chords,C,no capo,"['C', 'Em', 'Dm', 'G', 'F', 'Am']",86 bpm,"{'C': 15, 'Em': 17, 'Dm': 21, 'G': 20, 'F': 16, 'Am': 6}"
109,396,When I Was Your Man Chords,C,no capo,"['D7', 'Dm7', 'C', 'G/B', 'Am', 'Dm', 'G', 'G7', 'Em/B', 'Em', 'A#', 'C/G', 'F', 'Fm', 'Em/G']",73 bpm,"{'D7': 7, 'Dm7': 3, 'C': 22, 'G/B': 2, 'Am': 10, 'Dm': 4, 'G': 17, 'G7': 2, 'Em/B': 5, 'Em': 2, 'A#': 2, 'C/G': 2, 'F': 15, 'Fm': 4, 'Em/G': 1}"
110,398,All I Ask Chords,C,4th fret,"['C', 'Em', 'F', 'G', 'E', 'E/G#', 'Am', 'C/G', 'Dm', 'Dm7/G', 'A7', 'A7/C#', 'F/G', 'G7', 'G/B', 'C/E', 'Dm7', 'C/A#', 'G/F', 'E/B', 'G#7sus4', 'C#', 'A#7', 'A#/D', 'D#m', 'F#/G#', 'G#7', 'G#7/C', 'G#/C', 'A#m7', 'C#/F']",NF,"{'E': 13, 'G#m': 6, 'A': 7, 'B': 6, 'G#': 3, 'G#/C': 3, 'C#m': 5, 'E/B': 2, 'F#m': 7, 'F#m7/B': 2, 'C#7': 4, 'C#7/F': 4, 'A/B': 8, 'B7': 5, 'B/D#': 6, 'E/G#': 2, 'F#m7': 3, 'E/D': 1, 'B/A': 1, 'G#/D#': 1, 'C7sus4': 2, 'F': 4, 'D7': 2, 'D/F#': 2, 'Gm': 3, 'A#/C': 3, 'C7': 2, 'C7/E': 2, 'C/E': 1, 'Dm7': 1, 'F/A': 1}"
111,210,Something Chords,C,no capo,"['F', 'D#', 'G/D', 'C', 'A', 'Cmaj7', 'C7', 'F/E', 'D7', 'G', 'G/A', 'G7/B', 'Am', 'Ammaj7', 'Am7', 'D9', 'C#m/G#', 'F#m7', 'A/E', 'D']",66 bpm,"{'F': 16, 'D#': 8, 'G/D': 8, 'C': 8, 'A': 7, 'Cmaj7': 4, 'C7': 4, 'F/E': 4, 'D7': 4, 'G': 6, 'G/A': 4, 'G7/B': 4, 'Am': 4, 'Ammaj7': 4, 'Am7': 4, 'D9': 4, 'C#m/G#': 2, 'F#m7': 2, 'A/E': 2, 'D': 2}"
112,53,Comethru Chords,C,no capo,"['Cmaj7', 'Am7', 'F', 'G', 'Am7/G', 'Fmaj7', 'G/B']",94 bpm,"{'Cmaj7': 16, 'Am7': 18, 'F': 14, 'G': 16, 'Am7/G': 5, 'Fmaj7': 4, 'G/B': 1}"
113,0,That Way Chords,C,no capo,"['Am', 'F', 'Em']",NF,"{'Am': 17, 'F': 34, 'Em': 17}"
114,97,Gul Chords,C,6th fret,"['Am', 'Em', 'F', 'G', 'C']",87 bpm,"{'D#m': 26, 'A#m': 25, 'B': 30, 'C#': 29, 'F#': 5}"
115,93,Watermelon Sugar Chords,C,no capo,"['Dm7', 'Am7', 'C', 'G']",95 bpm,"{'Dm7': 17, 'Am7': 17, 'C': 16, 'G': 14}"
116,91,Payphone Chords,C,no capo,"['F', 'C', 'Am', 'G']",NF,"{'F': 18, 'C': 18, 'Am': 18, 'G': 18}"
117,308,Half The World Away Chords,C,no capo,"['C', 'Fmaj7', 'C/B', 'Am', 'D7', 'E7', 'G', 'G7', 'Fm']",115 bpm,"{'C': 27, 'Fmaj7': 31, 'C/B': 6, 'Am': 14, 'D7': 8, 'E7': 4, 'G': 2, 'G7': 2, 'Fm': 2}"
118,102,Tere Hi Hum Chords,C,no capo,"['C', 'Fsus2', 'Am7', 'G', 'C7', 'F']",116 bpm,"{'C': 35, 'Fsus2': 2, 'Am7': 33, 'G': 22, 'C7': 1, 'F': 34}"
119,302,Half The World Away Chords,C,no capo,"['C', 'Fmaj7', 'C/B', 'Am', 'D7', 'E7', 'G', 'G7', 'Fm']",115 bpm,"{'C': 27, 'Fmaj7': 31, 'C/B': 6, 'Am': 14, 'D7': 8, 'E7': 4, 'G': 2, 'G7': 2, 'Fm': 2}"
120,272,Betty Chords,C,no capo,"['C', 'C/B', 'Am', 'Gsus4', 'F', 'G', 'Fm', 'Em', 'D', 'D/C#', 'Bm', 'A', 'D/F#']",96 bpm,"{'C': 21, 'C/B': 18, 'Am': 31, 'Gsus4': 31, 'F': 30, 'G': 28, 'Fm': 1, 'Em': 4, 'D': 6, 'D/C#': 2, 'Bm': 2, 'A': 7, 'D/F#': 3}"
121,269,Dont Look Back In Anger Chords,C,no capo,"['C', 'F', 'G', 'Am', 'E7', 'Fm', 'E7/G#']",82 bpm,"{'C': 35, 'F': 27, 'G': 47, 'Am': 28, 'E7': 13, 'Fm': 9, 'E7/G#': 3}"
122,264,Creep Chords,C,no capo,"['C', 'E', 'F', 'Fm']",92 bpm,"{'C': 12, 'E': 11, 'F': 11, 'Fm': 11}"
123,313,Sweater Weather Acoustic Chords,C,3rd fret,"['C', 'Am', 'Em', 'G', 'D']",118 bpm,"{'D#': 25, 'Cm': 30, 'Gm': 24, 'A#': 30, 'F': 7}"
124,318,La Vie En Rose Chords,C,no capo,"['C', 'Cmaj7', 'C6', 'Dm7', 'G7', 'Dm', 'F', 'Fm', 'C/E', 'D#dim']",NF,"{'C': 4, 'Cmaj7': 3, 'C6': 2, 'Dm7': 4, 'G7': 4, 'Dm': 2, 'F': 1, 'Fm': 1, 'C/E': 1, 'D#dim': 1}"
125,108,Make You Mine Chords,C,no capo,"['C', 'Em', 'Am', 'F', 'Dm']",103 bpm,"{'C': 17, 'Em': 17, 'Am': 16, 'F': 17, 'Dm': 3}"
126,295,Bejeweled Chords,C,no capo,"['C', 'Dm7', 'Am', 'Gsus4', 'Fsus2']",NF,"{'C': 30, 'Dm7': 29, 'Am': 29, 'Gsus4': 31, 'Fsus2': 2}"
127,273,Simple Man Chords,C,no capo,"['C', 'G', 'Am']",60 bpm,"{'C': 28, 'G': 28, 'Am': 28}"
128,297,I Still Havent Found What Im Looking For Chords,C#,1st fret,"['C', 'Fsus2', 'G', 'Csus4', 'F']",101 bpm,"{'C': 31, 'Fsus2': 15, 'G': 8, 'Csus4': 6, 'F': 2}"
129,255,Cant Take My Eyes Off You Chords,C#,1st fret,"['C', 'Cmaj7', 'C7', 'F', 'Fm7', 'Dm7', 'G7', 'G', 'Em7', 'Am7', 'A#7', 'A7', 'D', 'Dmaj7', 'D7sus4', 'Gm7', 'F#m7', 'Bm7', 'Em', 'B7']",88 bpm,"{'C': 8, 'Cmaj7': 2, 'C7': 3, 'F': 2, 'Fm7': 2, 'Dm7': 6, 'G7': 2, 'G': 4, 'Em7': 6, 'Am7': 2, 'A#7': 1, 'A7': 5, 'D': 5, 'Dmaj7': 1, 'D7sus4': 1, 'Gm7': 1, 'F#m7': 2, 'Bm7': 2, 'Em': 1, 'B7': 1}"
130,72,Kho Gaye Hum Kaha Chords,C#,1st fret,"['C', 'F', 'G', 'E7']",100 bpm,"{'C': 26, 'F': 26, 'G': 20, 'E7': 4}"
131,326,This Is The Life Chords,C#m,4th fret,"['Am', 'F', 'C', 'Em']",190 bpm,"{'Am': 21, 'F': 17, 'C': 17, 'Em': 17}"
132,12,Sucker Chords,C#m,no capo,"['C#m', 'E', 'B', 'G#', 'F#m', 'A']",138 bpm,"{'Am': 38, 'C': 37, 'G': 43, 'E': 19, 'Dm': 12, 'F': 12}"
133,32,Shape Of You Chords,C#m,2nd fret,"['Bm', 'Em', 'G', 'A']",96 bpm,"{'Am': 44, 'Dm': 42, 'F': 42, 'G': 40}"
134,312,Jolene Chords,C#m,4th fret,"['Am', 'C', 'G', 'Em']",110 bpm,"{'Am': 37, 'C': 12, 'G': 24, 'Em': 9}"
135,271,Slow Dancing In A Burning Room Chords,C#m,no capo,"['E', 'A', 'D', 'G', 'B', 'C#m7', 'Aadd9', 'Badd11', 'F#m11']",67 bpm,"{'C': 27, 'F': 1, 'A#': 1, 'D#': 1, 'G': 1, 'Am7': 31, 'Fadd9': 29, 'Gadd11': 5, 'Dm11': 3}"
136,41,Shape Of You Chords,C#m,no capo,"['C#m', 'F#m', 'A', 'B']",91 bpm,"{'Am': 43, 'Dm': 44, 'F': 43, 'G': 41}"
137,46,Sucker Chords,C#m,no capo,"['C#m', 'E', 'B', 'G#', 'F#m', 'A']",138 bpm,"{'Am': 38, 'C': 37, 'G': 43, 'E': 19, 'Dm': 12, 'F': 12}"
138,127,Dynamite Chords,C#m,2nd fret,"['Bm', 'Em', 'A', 'D', 'C#m', 'F#m', 'B', 'E']",NF,"{'Am': 30, 'Dm': 30, 'G': 30, 'C': 30, 'Bm': 8, 'Em': 8, 'A': 8, 'D': 8}"
139,263,Skyfall Chords,Cm,3rd fret,"['Am', 'Am/G', 'F', 'F/E', 'E', 'Esus', 'D', 'D/C', 'Dm', 'Dm7/A', 'Asus2/C', 'Bm7b5', 'Esus/B', 'E/C', 'Asus2']",75 bpm,"{'Am': 23, 'Am/G': 9, 'F': 22, 'F/E': 10, 'E': 13, 'Esus': 8, 'D': 23, 'D/C': 8, 'Dm': 13, 'Dm7/A': 2, 'Asus2/C': 6, 'Bm7b5': 9, 'Esus/B': 2, 'E/C': 1, 'Asus2': 1}"
140,66,Adore You Chords,Cm,3rd fret,"['Am7', 'C', 'Fmaj7', 'G']",99 bpm,"{'Am7': 22, 'C': 22, 'Fmaj7': 22, 'G': 20}"
141,268,Crazy Chords,Cm,3rd fret,"['Am', 'Cmaj7', 'F', 'Esus4', 'E', 'C', 'A']",112 bpm,"{'Am': 8, 'Cmaj7': 7, 'F': 10, 'Esus4': 10, 'E': 10, 'C': 3, 'A': 3}"
142,142,Not Afraid Chords,Cm,3rd fret,"['Am', 'F/A', 'C', 'G', 'F']",NF,"{'Am': 21, 'F/A': 20, 'C': 22, 'G': 22, 'F': 2}"
143,168,Beautiful People Chords,Cm,3rd fret,"['C', 'Am', 'F']",90 bpm,"{'C': 22, 'Am': 17, 'F': 29}"
144,378,I Wanna Be Yours Chords,Cm,no capo,"['Cm', 'Fm', 'Gm', 'A#', 'G#']",68 bpm,"{'Am': 21, 'Dm': 16, 'Em': 16, 'G': 10, 'F': 10}"
145,294,Jingle Bell Rock Chords,D,no capo,"['D', 'Dmaj7', 'D6', 'Em', 'A7', 'A', 'G', 'Gm', 'D7', 'E', 'E7', 'B7']",NF,"{'C': 17, 'Cmaj7': 5, 'C6': 5, 'Dm': 16, 'G7': 15, 'G': 11, 'F': 4, 'Fm': 6, 'C7': 2, 'D': 2, 'D7': 4, 'A7': 2}"
146,164,If I Cant Have You Chords,D,2nd fret,"['C', 'F', 'Am', 'G']",NF,"{'C': 33, 'F': 34, 'Am': 26, 'G': 27}"
147,291,G#out You Chords,D,no capo,"['D', 'A', 'Bm', 'G']",NF,"{'C': 16, 'G': 26, 'Am': 15, 'F': 13}"
148,258,Summer Of 69 Chords,D,no capo,"['D', 'A', 'D', 'A', 'Bm', 'G', 'F', 'A#', 'C', 'A#/D']",138 bpm,"{'C': 31, 'G': 30, 'Am': 9, 'F': 6, 'D#': 2, 'G#': 2, 'A#': 2, 'G#/C': 1}"
149,281,Proud Mary Chords,D,no capo,"['C', 'A', 'G', 'F', 'F6', 'D', 'Bm']",120 bpm,"{'A#': 9, 'G': 14, 'F': 3, 'D#': 9, 'D#6': 3, 'C': 28, 'Am': 5}"
150,183,Cant Help Falling In Love Chords,D,2nd fret,"['C', 'G', 'Am', 'F', 'Em', 'B7', 'A7', 'Dm', 'D', 'F#m', 'Bm', 'A', 'C#7']",67 bpm,"{'C': 23, 'G': 20, 'Am': 11, 'F': 16, 'Em': 14, 'B7': 8, 'A7': 3, 'Dm': 3, 'D': 1, 'F#m': 1, 'Bm': 1, 'A': 1, 'C#7': 1}"
151,219,The Loneliest Chords,D,2nd fret,"['C', 'Em', 'Am', 'G', 'Dm', 'E', 'F', 'Em/B', 'Cadd9']",65 bpm,"{'C': 16, 'Em': 8, 'Am': 14, 'G': 12, 'Dm': 2, 'E': 6, 'F': 4, 'Em/B': 2, 'Cadd9': 1}"
152,375,The Loneliest Chords,D,2nd fret,"['C', 'Em', 'Am', 'G', 'Dm', 'E', 'F', 'Em/B', 'Cadd9']",65 bpm,"{'C': 16, 'Em': 8, 'Am': 14, 'G': 12, 'Dm': 2, 'E': 6, 'F': 4, 'Em/B': 2, 'Cadd9': 1}"
153,347,Last Christmas Chords,D,no capo,"['D', 'Bm', 'Em', 'A']",107 bpm,"{'C': 16, 'Am': 15, 'Dm': 17, 'G': 15}"
154,190,Last Christmas Chords,D,no capo,"['D', 'Bm', 'Em', 'A']",107 bpm,"{'C': 16, 'Am': 15, 'Dm': 17, 'G': 15}"
155,309,Friday Im In Love Chords,D,no capo,"['D', 'G', 'A', 'Bm', 'C']",136 bpm,"{'C': 30, 'F': 20, 'G': 24, 'Am': 14, 'A#': 4}"
156,356,Best Part Chords,D,no capo,"['Dmaj7', 'Am7', 'Gmaj7', 'A#maj7']",75 bpm,"{'Cmaj7': 16, 'Gm7': 16, 'Fmaj7': 16, 'G#maj7': 16}"
157,311,Thinking Out Loud Chords,D,2nd fret,"['C', 'C/E', 'F', 'G', 'Dm', 'Am']",75 bpm,"{'C': 39, 'C/E': 37, 'F': 37, 'G': 50, 'Dm': 13, 'Am': 7}"
158,276,My Way Chords,D,no capo,"['D', 'Dmaj7', 'D7', 'B7', 'Em7', 'Em7/D', 'Em7/C#', 'A7', 'G', 'Gm', 'A', 'Asus4', 'Gsus4', 'Em', 'F#m', 'Bm7']",75 bpm,"{'C': 21, 'Cmaj7': 5, 'C7': 8, 'A7': 3, 'Dm7': 5, 'Dm7/C': 3, 'Dm7/B': 3, 'G7': 5, 'F': 11, 'Fm': 3, 'G': 5, 'Gsus4': 5, 'Fsus4': 1, 'Dm': 2, 'Em': 2, 'Am7': 2}"
159,253,I Dont Want To Miss A Thing Chords,D,no capo,"['D', 'A', 'Bm', 'G', 'Em', 'F#m', 'C', 'A#', 'F', 'Dm']",60 bpm,"{'C': 22, 'G': 26, 'Am': 4, 'F': 16, 'Dm': 13, 'Em': 1, 'A#': 2, 'G#': 1, 'D#': 1, 'Cm': 1}"
160,280,Summer Of 69 Chords,D,no capo,"['D', 'A', 'D', 'A', 'Bm', 'G', 'F', 'A#', 'C', 'A#/D']",138 bpm,"{'C': 31, 'G': 30, 'Am': 9, 'F': 6, 'D#': 2, 'G#': 2, 'A#': 2, 'G#/C': 1}"
161,330,Youre On Your Own Kid Chords,D,2nd fret,"['C', 'Em', 'F', 'Am', 'G/B', 'Fsus2', 'G', 'Am7', 'Am7/E']",120 bpm,"{'C': 20, 'Em': 6, 'F': 7, 'Am': 3, 'G/B': 3, 'Fsus2': 17, 'G': 18, 'Am7': 7, 'Am7/E': 5}"
162,202,Best Part Chords,D,no capo,"['Dmaj7', 'Am7', 'Gmaj7', 'A#maj7']",75 bpm,"{'Cmaj7': 16, 'Gm7': 16, 'Fmaj7': 16, 'G#maj7': 16}"
163,113,One Thing Chords,D,2nd fret,"['C', 'G', 'Am', 'F']",127 bpm,"{'C': 58, 'G': 45, 'Am': 31, 'F': 6}"
164,110,Live While Were Young Chords,D,no capo,"['G', 'D', 'A', 'Bm']",126 bpm,"{'F': 31, 'C': 54, 'G': 25, 'Am': 8}"
165,88,Thinking Out Loud Chords,D,2nd fret,"['C', 'C/E', 'F', 'G', 'Dm', 'Am']",75 bpm,"{'C': 39, 'C/E': 37, 'F': 37, 'G': 50, 'Dm': 13, 'Am': 7}"
166,82,Theres Nothing Holdin Me Back Chords,D,no capo,"['G', 'D', 'A', 'Bm']",123 bpm,"{'F': 25, 'C': 90, 'G': 50, 'Am': 26}"
167,80,Demons Chords,D,1st fret,"['D', 'A', 'Bm', 'G']",90 bpm,"{'C#': 20, 'G#': 16, 'A#m': 16, 'F#': 15}"
168,149,Dusk Till Dawn Chords,D,2nd fret,"['Am7', 'F', 'C', 'G/B', 'Am', 'Em', 'G', 'Bm7', 'G6', 'D', 'GM', 'A/C#', 'Bm', 'F#m', 'A']",90 bpm,"{'Am7': 13, 'F': 21, 'C': 22, 'G/B': 12, 'Am': 11, 'Em': 9, 'G': 5, 'Bm7': 13, 'G6': 2, 'D': 22, 'F#m11/C#': 2, 'GM': 20, 'A/C#': 11, 'Bm': 11, 'F#m': 9, 'A': 5}"
169,38,Castle On The Hill Chords,D,no capo,"['D', 'G', 'Bm', 'D/F#', 'A', 'A7sus4', 'Bm7#5']",145 bpm,"{'C': 42, 'F': 45, 'Am': 34, 'C/E': 28, 'G': 17, 'G7sus4': 24, 'Am75': 1}"
170,64,The Water Fountain Chords,C#,1st fret,"['C', 'Am', 'G', 'D', 'Em']",67 bpm,"{'C': 14, 'Am': 14, 'G': 12, 'D': 14, 'Em': 2}"
171,57,One Call Away Chords,C#,1st fret,"['C', 'G', 'Am7', 'F', 'F/G', 'Am', 'E7']",91 bpm,"{'C': 28, 'G': 28, 'Am7': 10, 'F': 25, 'F/G': 6, 'Am': 11, 'E7': 1}"
172,116,Chaand Baaliyan Chords,C#,1st fret,"['C', 'Am7', 'G', 'F']",97 bpm,"{'C': 18, 'Am7': 4, 'G': 10, 'F': 6}"
173,184,Hallelujah Chords,C#,1st fret,"['C', 'Am', 'F', 'G', 'E7']",69 bpm,"{'C': 41, 'Am': 38, 'F': 30, 'G': 28, 'E7': 5}"
174,366,Let It Snow Chords,C#,no capo,"['C', 'G7', 'D#dim', 'G', 'Dm', 'A7', 'Am', 'D7', 'D', 'Fdim', 'A', 'Em', 'B7', 'Bm', 'E7', 'E', 'Gdim', 'B', 'F#m', 'C#7', 'C#m', 'F#7', 'F', 'C7', 'G#dim', 'Gm', 'A#dim', 'Cdim']",NF,"{'B': 27, 'F#7': 10, 'Ddim': 4, 'F#': 27, 'C#m': 9, 'G#7': 15, 'G#m': 9, 'C#7': 15, 'C#': 27, 'Edim': 4, 'G#': 27, 'D#m': 9, 'A#7': 15, 'A#m': 9, 'D#7': 15, 'D#': 27, 'F#dim': 4, 'A#': 11, 'Fm': 9, 'C7': 5, 'Cm': 1, 'F7': 7, 'E': 16, 'B7': 8, 'Gdim': 4, 'F#m': 8, 'Adim': 4, 'Bdim': 4}"
175,298,21 Guns Chords,Dm,no capo,"['A', 'A#', 'C', 'Dm', 'F', 'A#5', 'C5', 'C/E', 'D5', 'F5', 'A5']",80 bpm,"{'E': 1, 'F': 25, 'G': 22, 'Am': 20, 'C': 20, 'F5': 19, 'G5': 28, 'G/B': 11, 'A5': 14, 'C5': 29, 'E5': 3}"
176,256,Complicated Chords,Dm,no capo,"['Dm', 'A#', 'F', 'C', 'Gm']",78 bpm,"{'Am': 25, 'F': 32, 'C': 23, 'G': 25, 'Dm': 4}"
177,106,The Scientist Chords,Dm,5th fret,"['Am7', 'F', 'C', 'C/B', 'D', 'A', 'C6', 'G']",73 bpm,"{'Am7': 16, 'F': 22, 'C': 35, 'C/B': 14, 'D': 1, 'A': 1, 'C6': 2, 'G': 2}"
178,317,Come Together Chords,Dm,no capo,"['Dm', 'A7', 'G7', 'Bm', 'A', 'G']",82 bpm,"{'Am': 8, 'E7': 4, 'D7': 4, 'F#m': 3, 'E': 6, 'D': 3}"
179,87,South Of The Border Chords,Dm,no capo,"['Dm', 'F', 'A#', 'Am7', 'C']",NF,"{'Am': 36, 'C': 36, 'F': 36, 'Em7': 32, 'G': 4}"
180,381,The Scientist Chords,Dm,3rd fret,"['Bm7', 'G', 'D', 'Dsus2', 'A/D', 'D6/9', 'A/E', 'Asus4', 'A', 'Dmaj7', 'Dsus2/C#']",73 bpm,"{'Am7': 13, 'F': 19, 'C': 24, 'Csus2': 12, 'G/C': 3, 'C6/9': 3, 'G/D': 3, 'Gsus4': 3, 'G': 3, 'Cmaj7': 2, 'Csus2/B': 2}"
181,227,The Scientist Chords,Dm,3rd fret,"['Bm7', 'G', 'D', 'Dsus2', 'A/D', 'D6/9', 'A/E', 'Asus4', 'A', 'Dmaj7', 'Dsus2/C#']",73 bpm,"{'Am7': 13, 'F': 19, 'C': 24, 'Csus2': 12, 'G/C': 3, 'C6/9': 3, 'G/D': 3, 'Gsus4': 3, 'G': 3, 'Cmaj7': 2, 'Csus2/B': 2}"
182,18,Just My Type Chords,Dm,no capo,"['Dm', 'A', 'A#', 'Gm', 'F', 'C']",NF,"{'Am': 26, 'E': 23, 'F': 25, 'Dm': 11, 'C': 16, 'G': 1}"
183,400,Where Is My Mind Chords,E,no capo,"['E', 'C#m', 'G#', 'A', 'Am', 'B']",81 bpm,"{'C': 25, 'Am': 25, 'E': 25, 'F': 25, 'Fm': 3, 'G': 3}"
184,403,Anti-Hero Chords,E,no capo,"['A', 'E', 'B', 'C#m']",97 bpm,"{'F': 39, 'C': 39, 'G': 39, 'Am': 39}"
185,200,Its Beginning To Look A Lot Like Christmas Chords,E,2nd fret,"['Em/B', 'D', 'G', 'F#', 'Em', 'A7', 'Bm', 'A', 'E', 'B7', 'E7', 'B']",94 bpm,"{'Dm/A': 4, 'C': 23, 'F': 10, 'E': 8, 'Dm': 6, 'G7': 8, 'Am': 4, 'G': 8, 'D': 3, 'A7': 3, 'D7': 1, 'A': 1}"
186,103,Choo Lo Chords,E,no capo,"['E', 'B', 'A', 'C#m']",NF,"{'C': 12, 'G': 53, 'F': 27, 'Am': 14}"
187,95,2002 Chords,E,2nd fret,"['D', 'A', 'Bm', 'F#m', 'G']",NF,"{'C': 27, 'G': 30, 'Am': 24, 'Em': 3, 'F': 28}"
188,2,Marvin Gaye Chords,E,no capo,"['E', 'C#m', 'A', 'B', 'G#', 'F#', 'F#m']",NF,"{'C': 19, 'Am': 10, 'F': 8, 'G': 13, 'E': 4, 'D': 2, 'Dm': 2}"
189,86,Photograph Chords,E,2nd fret,"['D', 'Bm', 'A', 'G']",108 bpm,"{'C': 17, 'Am': 16, 'G': 16, 'F': 17}"
190,245,Where Is My Mind Chords,E,no capo,"['E', 'C#m', 'G#', 'A', 'Am', 'B']",81 bpm,"{'C': 25, 'Am': 25, 'E': 25, 'F': 25, 'Fm': 3, 'G': 3}"
191,36,Two Ghosts Chords,E,no capo,"['E', 'F#m11', 'G#m6', 'A', 'C#m', 'B', 'Bm']",80 bpm,"{'C': 23, 'Dm11': 25, 'Em6': 16, 'F': 19, 'Am': 9, 'G': 9, 'Gm': 3}"
192,68,Falling Chords,E,no capo,"['E', 'C#m', 'B', 'A', 'G#m']",110 bpm,"{'C': 13, 'Am': 13, 'G': 12, 'F': 13, 'Em': 11}"
193,123,Hey Soul Sister Chords,E,4th fret,"['C', 'G', 'Am', 'F']",97 bpm,"{'C': 26, 'G': 45, 'Am': 14, 'F': 28}"
194,122,Need You Now Chords,E,4th fret,"['F', 'Am', 'C', 'Em', 'G/B', 'Gsus', 'G']",108 bpm,"{'F': 20, 'Am': 10, 'C': 12, 'Em': 10, 'G/B': 1, 'Gsus': 1, 'G': 1}"
195,204,Here With Me Chords,E,no capo,"['E', 'G#7', 'C#m', 'Bm7', 'Amaj7', 'F#m7', 'B7', 'A', 'G#m', 'B']",65 bpm,"{'C': 19, 'E7': 23, 'Am': 13, 'Gm7': 11, 'Fmaj7': 11, 'Dm7': 11, 'G7': 17, 'F': 8, 'Em': 2, 'G': 4}"
196,54,What Makes You Beautiful Chords,E,no capo,"['E', 'A', 'B']",NF,"{'C': 47, 'F': 47, 'G': 47}"
197,248,Anti-Hero Chords,E,no capo,"['A', 'E', 'B', 'C#m']",97 bpm,"{'F': 39, 'C': 39, 'G': 39, 'Am': 39}"
198,359,Here With Me Chords,E,no capo,"['E', 'G#7', 'C#m', 'Bm7', 'Amaj7', 'F#m7', 'B7', 'A', 'G#m', 'B']",65 bpm,"{'C': 19, 'E7': 23, 'Am': 13, 'Gm7': 11, 'Fmaj7': 11, 'Dm7': 11, 'G7': 17, 'F': 8, 'Em': 2, 'G': 4}"
199,339,Smells Like Teen Spirit Chords,E,1st fret,"['E', 'A', 'G', 'C']",116 bpm,"{'C#': 51, 'F#': 50, 'E': 50, 'A': 50}"
200,341,Love Yourself Chords,E,4th fret,"['C', 'G/B', 'Am', 'Dm', 'F', 'G']",100 bpm,"{'C': 56, 'G/B': 20, 'Am': 28, 'Dm': 10, 'F': 18, 'G': 24}"
201,354,Its Beginning To Look A Lot Like Christmas Chords,E,2nd fret,"['Em/B', 'D', 'G', 'F#', 'Em', 'A7', 'Bm', 'A', 'E', 'B7', 'E7', 'B']",94 bpm,"{'Dm/A': 4, 'C': 23, 'F': 10, 'E': 8, 'Dm': 6, 'G7': 8, 'Am': 4, 'G': 8, 'D': 3, 'A7': 3, 'D7': 1, 'A': 1}"
